"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045739","GO:0045739","positive regulation of DNA repair","31/778","138/18986",0.22463768115942,5.48196788495213,10.9229419057974,5.79584512280871e-15,1.83354998673262e-13,1.56916948686213e-13,"7398/1660/142/6599/8607/165918/86/7155/84142/6502/2187/3014/7334/10635/8914/10445/2305/1663/3146/29117/2521/55135/672/23347/5111/7515/3276/10155/10856/6597/6598",31
"GO:0032204","GO:0032204","regulation of telomere maintenance","28/778","112/18986",0.25,6.10089974293059,11.1914871529602,6.55509681410239e-15,2.05631734512977e-13,1.75981590719157e-13,"4751/142/5394/3192/10575/10574/7520/8607/86/3184/167227/6950/4216/908/3181/1736/23137/54780/10576/3178/10445/3183/3320/65057/9212/55135/7515/10856",28
"GO:0007062","GO:0007062","sister chromatid cohesion","21/778","59/18986",0.355932203389831,8.68602675264694,12.2222449527801,6.67580256864436e-15,2.07673091572912e-13,1.77728603472242e-13,"991/699/151246/151648/10274/8243/157570/23137/2237/113130/9126/9700/11331/1663/23047/701/5347/3835/10664/83903/5889",21
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","15/778","26/18986",0.576923076923077,14.0789994067629,13.7945012996945,6.85589882257456e-15,2.11512977724552e-13,1.81014814497728e-13,"83540/11004/3192/55143/1062/3619/983/221150/81620/9212/332/79003/220134/10403/81929",15
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","28/778","114/18986",0.245614035087719,5.99386641410725,11.0546337707789,1.06862112659932e-14,3.26980546360267e-13,2.79833056016301e-13,"494115/10657/5394/10772/3192/6432/4691/7072/6434/51574/6428/3181/27316/8241/5935/4686/3190/3178/55147/10419/22938/58517/708/6427/26528/5725/11338/3191",28
"GO:0010833","GO:0010833","telomere maintenance via telomere lengthening","23/778","75/18986",0.306666666666667,7.48377035132819,11.6296055697985,1.40984401615372e-14,4.27881927829418e-13,3.66185416262434e-13,"142/5394/64858/3192/10575/10574/7520/54433/3184/167227/6950/908/3181/1736/10576/3178/10445/3183/3320/5888/65057/6117/55135",23
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","14/778","23/18986",0.608695652173913,14.8543645914832,13.7423493493466,1.94667988183733e-14,5.86044838620866e-13,5.01542736958938e-13,"4751/3192/55143/1894/891/3619/983/9735/29127/55055/90417/9212/10615/332",14
"GO:2000779","GO:2000779","regulation of double-strand break repair","31/778","145/18986",0.213793103448276,5.21732115947168,10.5373808779042,2.47539949550338e-14,7.39253305337129e-13,6.32659997377074e-13,"79000/142/23028/6599/8607/86/10721/7155/7468/6502/7913/63979/55086/2187/7334/55010/10635/8914/2305/1663/5888/5347/29117/2521/55135/708/23347/3276/10856/6597/6598",31
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","14/778","24/18986",0.583333333333333,14.2354327335047,13.4111392465569,4.49663509643985e-14,1.32172746574881e-12,1.13114691402362e-12,"55143/348654/51143/4085/891/8899/3619/221150/7517/57082/9212/332/220134/10403",14
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","14/778","24/18986",0.583333333333333,14.2354327335047,13.4111392465569,4.49663509643985e-14,1.32172746574881e-12,1.13114691402362e-12,"55143/348654/51143/4085/891/8899/3619/221150/7517/57082/9212/332/220134/10403",14
"GO:0071826","GO:0071826","protein-RNA complex organization","39/778","234/18986",0.166666666666667,4.06726649528706,9.75887194168036,6.71424727909205e-14,1.95814727287895e-12,1.67580102730628e-12,"1660/6635/6125/10262/10772/51154/58155/10946/6637/7520/8607/9879/57819/8899/6631/27336/27161/4686/84811/6636/10419/64745/3320/55192/23450/6426/51081/50628/6632/6629/6628/6209/56949/27335/11338/6193/10856/10291/8664",39
"GO:0045132","GO:0045132","meiotic chromosome segregation","25/778","97/18986",0.257731958762887,6.28958736384597,10.7961063768941,8.70732529002033e-14,2.51972444245317e-12,2.15640410079247e-12,"83540/259266/55706/23397/151648/2177/10051/4292/9232/9319/7272/26271/9134/11130/9700/221150/9133/57082/5347/29893/83990/220134/10403/6790/29781",25
"GO:0022618","GO:0022618","protein-RNA complex assembly","38/778","225/18986",0.168888888888889,4.12149671522422,9.73621434591561,9.15941848776061e-14,2.6301622472931e-12,2.25091782270068e-12,"1660/6635/6125/10262/10772/51154/58155/10946/6637/7520/8607/9879/57819/8899/6631/27336/27161/4686/84811/6636/10419/64745/3320/23450/6426/51081/50628/6632/6629/6628/6209/56949/27335/11338/6193/10856/10291/8664",38
"GO:2000573","GO:2000573","positive regulation of DNA biosynthetic process","19/778","53/18986",0.358490566037736,8.74846000873066,11.6763630555262,1.12188652842355e-13,3.19694840504208e-12,2.73597879772236e-12,"7398/10575/10574/5984/890/3184/6950/908/3082/5982/1736/10576/3178/5985/5983/3320/63922/55135/5111",19
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","29/778","136/18986",0.213235294117647,5.20370860426433,10.1697518857113,1.82801061483265e-13,5.1696694130078e-12,4.42425216588286e-12,"51514/8317/991/163786/6491/5087/6241/993/995/891/26271/27085/9134/6240/113130/983/9700/11331/55835/221150/9787/80174/332/5889/990/220134/11065/6790/994",29
"GO:2000278","GO:2000278","regulation of DNA biosynthetic process","24/778","94/18986",0.25531914893617,6.23070612043975,10.5087063315106,3.42421879040289e-13,9.61098401847669e-12,8.22517137227762e-12,"7398/5394/3192/10575/10574/5984/890/3184/167227/6950/908/3082/5982/1736/10576/3178/5985/5983/3183/3320/65057/63922/55135/5111",24
"GO:0006364","GO:0006364","rRNA processing","37/778","225/18986",0.164444444444444,4.0130362753499,9.39791698826716,4.53864752006078e-13,1.26438590987962e-11,1.08207346609462e-11,"10969/6125/5394/51154/80135/6201/79954/9045/5393/54433/55646/23517/83732/55003/88745/84154/10813/81887/6839/1736/84549/6129/6130/23404/5036/11340/84916/81691/55813/51096/25926/50628/9775/6217/6209/2091/23481",37
"GO:0031507","GO:0031507","heterochromatin formation","31/778","161/18986",0.192546583850932,4.69882961567325,9.7425747974413,4.92401642238938e-13,1.36158172627997e-11,1.16525456857324e-11,"3930/23028/3192/8520/3015/8467/4001/3066/94239/2146/6839/54107/25792/3190/3014/23468/1017/3146/11177/10664/3021/672/23512/23347/84823/84444/10155/29128/1786/6597/54069",31
"GO:0007127","GO:0007127","meiosis I","28/778","132/18986",0.212121212121212,5.17652099400171,9.95322587503851,5.48359192700575e-13,1.50516534290533e-11,1.28813479090267e-11,"55706/8438/2177/7155/4292/9232/9319/26271/25788/9134/80010/1164/11130/9700/10635/57697/5888/9133/57082/5347/29893/146956/83990/5889/7153/10403/6790/994",28
"GO:0044843","GO:0044843","cell cycle G1/S phase transition","42/778","287/18986",0.146341463414634,3.57125838610571,9.07280246826466,6.91903916236492e-13,1.88531191190571e-11,1.61346783386689e-11,"1031/8317/128239/163786/10657/6491/1104/9928/6241/6599/86/993/890/6502/891/10926/2146/27085/9134/7465/6240/983/144455/11331/1017/5426/55835/1033/9133/55159/899/29117/91607/6909/990/81610/5933/1869/6929/6597/51512/6598",42
"GO:0000727","GO:0000727","double-strand break repair via break-induced replication","10/778","12/18986",0.833333333333333,20.3363324764353,13.849983521031,7.73135784104563e-13,2.09138832033503e-11,1.7898299807455e-11,"8317/4175/4171/4172/4176/84296/4173/51659/8318/4174",10
"GO:0006913","GO:0006913","nucleocytoplasmic transport","46/778","340/18986",0.135294117647059,3.30166339029185,8.85222421390779,9.72279289979554e-13,2.59251327820977e-11,2.21869747750973e-11,"1660/10657/55706/55705/580/1894/53371/4869/84946/8899/54535/6428/3181/8241/5569/4686/23511/10541/26953/23279/983/11052/57122/11331/3178/5501/55110/64328/9818/3320/9688/3837/3838/79902/10189/7531/9775/4927/81929/1434/6209/10155/23636/10212/10762/5902",46
"GO:0051169","GO:0051169","nuclear transport","46/778","340/18986",0.135294117647059,3.30166339029185,8.85222421390779,9.72279289979554e-13,2.59251327820977e-11,2.21869747750973e-11,"1660/10657/55706/55705/580/1894/53371/4869/84946/8899/54535/6428/3181/8241/5569/4686/23511/10541/26953/23279/983/11052/57122/11331/3178/5501/55110/64328/9818/3320/9688/3837/3838/79902/10189/7531/9775/4927/81929/1434/6209/10155/23636/10212/10762/5902",46
"GO:0000082","GO:0000082","G1/S transition of mitotic cell cycle","39/778","256/18986",0.15234375,3.71773578084833,9.04945246350074,1.28581903900559e-12,3.40422870397721e-11,2.91337124552592e-11,"1031/8317/128239/163786/10657/6491/1104/9928/6241/6599/86/993/890/6502/891/10926/2146/27085/9134/7465/6240/983/144455/1017/5426/55835/1033/9133/55159/899/29117/91607/990/5933/1869/6929/6597/51512/6598",39
"GO:0035825","GO:0035825","homologous recombination","20/778","68/18986",0.294117647058824,7.17752910933011,10.5486194040545,1.79737961495132e-12,4.72508317085441e-11,4.04377103882672e-11,"8438/64710/580/2177/11073/7155/4292/9319/25788/80010/10635/57697/5888/29893/146956/83990/5889/672/7153/29128",20
"GO:0030174","GO:0030174","regulation of DNA-templated DNA replication initiation","11/778","16/18986",0.6875,16.7774742930591,13.0505190215951,1.84822942547712e-12,4.82478352818608e-11,4.12909555121315e-11,"4175/4171/51053/4172/4176/4173/25792/1017/90381/81620/4174",11
"GO:0045814","GO:0045814","negative regulation of gene expression, epigenetic","33/778","192/18986",0.171875,4.19436857326478,9.19581031834183,2.40272792464685e-12,6.22873843243521e-11,5.33061348779474e-11,"3930/23028/3192/8520/3015/8467/4001/3066/94239/2146/6839/26147/54107/25792/3190/3014/23468/1017/3146/10419/11177/10664/3021/672/23512/23347/84823/84444/10155/29128/1786/6597/54069",33
"GO:1903241","GO:1903241","U2-type prespliceosome assembly","13/778","25/18986",0.52,12.6898714652956,12.0896324623703,2.74434739616593e-12,7.06527505509477e-11,6.04652947177031e-11,"6635/10262/10946/6637/9879/27336/84811/6636/23450/6632/6629/6628/10291",13
"GO:0000077","GO:0000077","DNA damage checkpoint signaling","27/778","131/18986",0.206106870229008,5.02974940638553,9.56674936705831,2.93893987625162e-12,7.51442640962143e-11,6.43091746533789e-11,"63967/25896/51514/580/2177/11073/84142/23376/9656/988/3014/983/144455/1017/5888/79968/641/90381/55159/5347/146956/83990/672/1869/84444/51512/29980",27
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","10/778","13/18986",0.769230769230769,18.7719992090172,13.2496356219544,3.22705633755003e-12,8.19496687624098e-11,7.013330457905e-11,"55143/348654/51143/4085/3619/7517/57082/9212/332/10403",10
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","50/778","406/18986",0.123152709359606,3.0053693314929,8.44303340831554,3.60271049703487e-12,9.08710694961566e-11,7.77683240291667e-11,"1660/4904/26135/494115/10657/5394/10772/3192/6432/580/4691/7072/9125/6434/25904/4292/51574/3184/55132/57472/4869/167227/6428/3181/27316/8241/5935/27161/4686/3190/28960/3178/55110/55147/10419/22938/328/3183/58517/2521/9775/57690/708/6427/1869/26528/5725/8570/11338/3191",50
"GO:0051383","GO:0051383","kinetochore organization","12/778","21/18986",0.571428571428571,13.9449136981271,12.2686382209907,4.31471500674547e-12,1.08099537719335e-10,9.251261070627e-11,"83540/1063/1058/10051/1062/64946/64105/387103/9735/9787/79003/10403",12
"GO:1902751","GO:1902751","positive regulation of cell cycle G2/M phase transition","14/778","31/18986",0.451612903225806,11.0209801807778,11.5423205863073,4.65194879378632e-12,1.15771498981362e-10,9.90783479939753e-11,"51514/8317/5087/993/4869/995/891/26271/6240/983/80174/5889/79915/994",14
"GO:1902969","GO:1902969","mitotic DNA replication","11/778","17/18986",0.647058823529412,15.7905640405262,12.6110415187593,5.04283248629178e-12,1.24668170008789e-10,1.06692203526633e-10,"4175/4171/4172/5422/4173/5888/64785/7083/9837/3978/8318",11
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","18/778","57/18986",0.315789473684211,7.70639967528075,10.4815859808695,6.03217521817329e-12,1.48145461114743e-10,1.2678429215482e-10,"142/5394/3192/10575/10574/3184/167227/6950/908/3181/1736/10576/3178/10445/3183/3320/65057/55135",18
"GO:0051053","GO:0051053","negative regulation of DNA metabolic process","27/778","138/18986",0.195652173913043,4.77461719011959,9.19906731655236,1.06772499520265e-11,2.60510941639968e-10,2.22947737216378e-10,"79000/142/5394/3192/2956/7520/10721/4292/167227/26271/51053/55086/2187/3178/55010/8914/10445/3183/641/5347/81620/65057/91607/708/990/23347/7515",27
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","32/778","194/18986",0.164948453608247,4.02533591286142,8.75491517737731,1.60650824117484e-11,3.8942177040946e-10,3.33270848391363e-10,"63967/25896/51514/23028/580/2177/11073/84142/23376/9656/988/22976/3014/983/144455/1017/2305/5888/79968/641/90381/55159/5347/8533/146956/83990/79915/672/1869/84444/51512/29980",32
"GO:0051298","GO:0051298","centrosome duplication","20/778","76/18986",0.263157894736842,6.42199972940062,9.79004076468954,1.75049978272355e-11,4.21588108961744e-10,3.60799106320271e-10,"163786/6491/348654/7840/10733/9662/4869/10432/1017/55835/7517/22995/899/9738/22994/672/10403/55125/284403/23636",20
"GO:0006278","GO:0006278","RNA-templated DNA biosynthetic process","19/778","69/18986",0.27536231884058,6.71983160090906,9.83887930670234,2.34830449991684e-11,5.61937224242921e-10,4.80911211690122e-10,"5394/3192/10575/10574/7520/10721/54433/3184/167227/6950/908/1736/10576/3178/3183/3320/65057/6117/55135",19
"GO:0050657","GO:0050657","nucleic acid transport","29/778","164/18986",0.176829268292683,4.31527054987774,8.81397860747041,2.51658046865522e-11,5.94581955031008e-10,5.08848882236415e-10,"1660/4904/10657/55706/6432/53371/29074/6428/3181/4686/23511/23279/11052/57122/3178/55110/9818/9688/6426/3837/79902/10189/9775/4927/81929/8570/23636/10212/10762",29
"GO:0050658","GO:0050658","RNA transport","29/778","164/18986",0.176829268292683,4.31527054987774,8.81397860747041,2.51658046865522e-11,5.94581955031008e-10,5.08848882236415e-10,"1660/4904/10657/55706/6432/53371/29074/6428/3181/4686/23511/23279/11052/57122/3178/55110/9818/9688/6426/3837/79902/10189/9775/4927/81929/8570/23636/10212/10762",29
"GO:0000018","GO:0000018","regulation of DNA recombination","27/778","143/18986",0.188811188811189,4.6076725331224,8.95125813615665,2.5445214706551e-11,5.97402430814811e-10,5.11262672190548e-10,"142/23028/2956/8607/86/10721/4292/7468/6502/63979/22976/55086/2187/55010/10635/8914/5888/641/5347/2521/3838/55135/708/79915/23347/3276/10856",27
"GO:0032465","GO:0032465","regulation of cytokinesis","22/778","95/18986",0.231578947368421,5.65135976187255,9.39459877701584,2.71017588150382e-11,6.32317910353361e-10,5.41143671076586e-10,"55143/9928/1894/10112/3619/79733/9585/144455/29127/11113/9493/9055/5347/9738/9212/332/80179/990/6790/994/79187/23636",22
"GO:0090670","GO:0090670","RNA localization to Cajal body","11/778","19/18986",0.578947368421053,14.1283994046814,11.8345905254105,2.85605155874154e-11,6.50100028584278e-10,5.56361776686814e-10,"5394/10575/10574/8607/167227/6950/908/1736/10576/55135/10856",11
"GO:0090671","GO:0090671","telomerase RNA localization to Cajal body","11/778","19/18986",0.578947368421053,14.1283994046814,11.8345905254105,2.85605155874154e-11,6.50100028584278e-10,5.56361776686814e-10,"5394/10575/10574/8607/167227/6950/908/1736/10576/55135/10856",11
"GO:0090672","GO:0090672","telomerase RNA localization","11/778","19/18986",0.578947368421053,14.1283994046814,11.8345905254105,2.85605155874154e-11,6.50100028584278e-10,5.56361776686814e-10,"5394/10575/10574/8607/167227/6950/908/1736/10576/55135/10856",11
"GO:0090685","GO:0090685","RNA localization to nucleus","11/778","19/18986",0.578947368421053,14.1283994046814,11.8345905254105,2.85605155874154e-11,6.50100028584278e-10,5.56361776686814e-10,"5394/10575/10574/8607/167227/6950/908/1736/10576/55135/10856",11
"GO:0007004","GO:0007004","telomere maintenance via telomerase","18/778","62/18986",0.290322580645161,7.08491583050004,9.91991445882667,2.96361475173234e-11,6.70495385952534e-10,5.73816317161572e-10,"5394/3192/10575/10574/7520/54433/3184/167227/6950/908/1736/10576/3178/3183/3320/65057/6117/55135",18
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","15/778","41/18986",0.365853658536585,8.92814596526428,10.5046173676637,3.16619379984983e-11,7.120121358337e-10,6.09346745881055e-10,"1058/54908/55166/7272/27085/23137/983/9735/701/55055/57082/10664/9212/83903/54069",15
"GO:0098534","GO:0098534","centriole assembly","16/778","48/18986",0.333333333333333,8.13453299057412,10.230175636758,3.58390398324965e-11,8.01120573022213e-10,6.85606592446435e-10,"163786/6491/7840/10733/9662/4869/10432/1017/55835/22995/1874/9738/672/55125/284403/23636",16
"GO:0051236","GO:0051236","establishment of RNA localization","29/778","167/18986",0.173652694610778,4.23775071964041,8.68695056150642,3.98346046043027e-11,8.85134398737274e-10,7.57506422143225e-10,"1660/4904/10657/55706/6432/53371/29074/6428/3181/4686/23511/23279/11052/57122/3178/55110/9818/9688/6426/3837/79902/10189/9775/4927/81929/8570/23636/10212/10762",29
"GO:0000910","GO:0000910","cytokinesis","31/778","192/18986",0.161458333333333,3.94016441730934,8.46401837051682,5.86535217188408e-11,1.29558341169487e-09,1.10877258434557e-09,"128239/55143/9928/3925/1058/1894/10112/54443/24137/3619/79733/55165/9585/144455/9700/29127/11113/26586/9493/9055/5347/9738/9212/332/9110/80179/990/6790/994/79187/23636",31
"GO:0000076","GO:0000076","DNA replication checkpoint signaling","11/778","20/18986",0.55,13.4219794344473,11.488991483251,6.11203749533982e-11,1.33864495993471e-09,1.14562506616715e-09,"63967/4998/11073/9656/1763/8914/90381/81620/990/8318/29980",11
"GO:0090267","GO:0090267","positive regulation of mitotic cell cycle spindle assembly checkpoint","9/778","12/18986",0.75,18.3026992287918,12.393358434448,6.13201950572827e-11,1.33864495993471e-09,1.14562506616715e-09,"55143/348654/51143/4085/3619/7517/9212/332/10403",9
"GO:0007099","GO:0007099","centriole replication","15/778","43/18986",0.348837209302326,8.51288336222873,10.1948413434704,7.00569618286339e-11,1.52048045643192e-09,1.30124161046453e-09,"163786/6491/7840/10733/9662/4869/10432/1017/55835/22995/9738/672/55125/284403/23636",15
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","20/778","82/18986",0.24390243902439,5.95209731017619,9.28930492222124,7.9052295530125e-11,1.70579317464715e-09,1.45983399412187e-09,"142/23028/8607/86/10721/6502/63979/55086/2187/55010/10635/8914/5888/5347/2521/55135/708/23347/3276/10856",20
"GO:0051168","GO:0051168","nuclear export","29/778","173/18986",0.167630057803468,4.09077670624248,8.44161674873238,9.6536862839959e-11,2.07110407460671e-09,1.77247053066712e-09,"1660/10657/580/4869/84946/8899/54535/6428/3181/8241/4686/23511/10541/23279/11052/57122/3178/55110/64328/9688/79902/10189/7531/9775/4927/1434/6209/23636/10212",29
"GO:0032886","GO:0032886","regulation of microtubule-based process","37/778","269/18986",0.137546468401487,3.35662885484657,8.04661435434152,1.03848314133777e-10,2.21523289520794e-09,1.89581734373542e-09,"29899/163786/6491/1104/84722/3192/3925/348654/7840/79598/10460/79441/10733/4869/10432/81930/79866/81624/55835/26586/221150/7517/5347/899/22994/9212/10615/672/220134/115106/22974/6790/284403/93323/23354/79187/23636",37
"GO:0040029","GO:0040029","epigenetic regulation of gene expression","39/778","295/18986",0.132203389830508,3.22623850812601,7.96581849841231,1.08328548353644e-10,2.29767313070541e-09,1.96637047998391e-09,"26155/3930/23028/3192/8520/165918/3015/8467/4001/3066/94239/2146/6839/26147/54107/25792/3190/10432/3014/23468/1017/3146/10419/328/11177/10664/29117/3021/672/23512/23347/84823/84444/10155/29128/1786/6597/6598/54069",39
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","19/778","75/18986",0.253333333333333,6.18224507283633,9.29512658491562,1.15502509195271e-10,2.4359935978867e-09,2.08474644904934e-09,"4751/10575/10574/8607/86/3184/6950/4216/908/3181/1736/10576/3178/10445/3320/65057/9212/55135/10856",19
"GO:0010212","GO:0010212","response to ionizing radiation","26/778","143/18986",0.181818181818182,4.43701799485861,8.52783477661361,1.42638311353562e-10,2.99139784428567e-09,2.56006667627476e-09,"25896/142/23028/8438/64710/580/7520/165918/1894/2177/11073/84142/7516/63979/22976/25788/6240/3014/10635/5888/641/90381/55159/3735/672/2547",26
"GO:0000281","GO:0000281","mitotic cytokinesis","21/778","94/18986",0.223404255319149,5.45186785538478,8.94398783676985,1.5772929934421e-10,3.28940488520636e-09,2.81510393125362e-09,"128239/55143/3925/1058/1894/10112/54443/24137/3619/55165/9585/9700/29127/11113/26586/9493/5347/9212/332/9110/23636",21
"GO:0060623","GO:0060623","regulation of chromosome condensation","9/778","13/18986",0.692307692307692,16.8947992881155,11.8501186262024,1.92029757176681e-10,3.9824837974475e-09,3.40824744462705e-09,"23397/10051/64151/8467/54892/23310/9918/3021/29781",9
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","12/778","28/18986",0.428571428571429,10.4586852735953,10.353269240933,3.42534102947825e-10,7.06452931659797e-09,6.0458912616845e-09,"51514/8317/5087/993/995/891/26271/6240/983/80174/5889/994",12
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","22/778","108/18986",0.203703703703704,4.97110349423974,8.55478441292895,3.87384362508131e-10,7.94563640243326e-09,6.79995107120982e-09,"30836/128061/5394/6201/79954/7520/4869/83732/84946/88745/64745/84916/55813/51096/25926/51081/26574/6217/6209/6203/2091/6193",22
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","15/778","48/18986",0.3125,7.62612467866324,9.50117118294061,4.17349750521466e-10,8.46720988422083e-09,7.24631860888243e-09,"5394/3192/10575/10574/3184/167227/6950/908/1736/10576/3178/3183/3320/65057/55135",15
"GO:0090224","GO:0090224","regulation of spindle organization","15/778","48/18986",0.3125,7.62612467866324,9.50117118294061,4.17349750521466e-10,8.46720988422083e-09,7.24631860888243e-09,"29899/163786/6491/1104/84722/3192/79598/10460/79866/55835/5347/10615/22974/79187/23636",15
"GO:0007143","GO:0007143","female meiotic nuclear division","14/778","41/18986",0.341463414634146,8.33293623424666,9.71597769008413,4.21927492649246e-10,8.51381259491695e-09,7.28620165115483e-09,"23397/4292/9319/7272/26271/221150/9133/5347/7153/220134/10403/6790/994/29781",14
"GO:0006303","GO:0006303","double-strand break repair via nonhomologous end joining","18/778","72/18986",0.25,6.10089974293059,8.9636588733431,4.51569319420476e-10,9.06294768492817e-09,7.75615667482256e-09,"79000/64858/7520/165918/10721/11073/7155/4292/3148/7468/7913/5422/3146/5347/55135/23347/7515/2547",18
"GO:0051231","GO:0051231","spindle elongation","9/778","14/18986",0.642857142857143,15.688027910393,11.3640968372588,5.18100271008757e-10,1.02875974025303e-08,8.80422353029998e-09,"55143/24137/3619/3832/29127/9493/9055/9212/332",9
"GO:0051255","GO:0051255","spindle midzone assembly","9/778","14/18986",0.642857142857143,15.688027910393,11.3640968372588,5.18100271008757e-10,1.02875974025303e-08,8.80422353029998e-09,"55143/4292/24137/3619/29127/9493/9055/9212/332",9
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","10/778","19/18986",0.526315789473684,12.8439994588012,10.6767686949038,8.32678813236625e-10,1.6446507988425e-08,1.4075077684061e-08,"55143/348654/51143/4085/3619/7517/57082/9212/332/10403",10
"GO:2000781","GO:2000781","positive regulation of double-strand break repair","20/778","94/18986",0.212765957446809,5.19225510036646,8.42241500518959,1.08164225322746e-09,2.12514238489374e-08,1.81871702966501e-08,"142/6599/8607/86/7155/6502/2187/7334/10635/8914/2305/1663/29117/2521/55135/23347/3276/10856/6597/6598",20
"GO:0051256","GO:0051256","mitotic spindle midzone assembly","8/778","11/18986",0.727272727272727,17.7480719794344,11.4850858509925,1.13494929966917e-09,2.21820195584556e-08,1.89835829401816e-08,"55143/24137/3619/29127/9493/9055/9212/332",8
"GO:0051028","GO:0051028","mRNA transport","24/778","135/18986",0.177777777777778,4.33841759497287,8.04645014991847,1.17114330567133e-09,2.27701977087035e-08,1.94869513854851e-08,"1660/55706/6432/53371/6428/3181/4686/23511/23279/57122/3178/55110/9818/9688/6426/79902/10189/9775/4927/81929/8570/23636/10212/10762",24
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","14/778","44/18986",0.318181818181818,7.76478149100257,9.28605329810533,1.22747286955696e-09,2.37417420831923e-08,2.03184082852761e-08,"29899/163786/6491/1104/84722/3192/79598/10460/79866/55835/5347/22974/79187/23636",14
"GO:0034501","GO:0034501","protein localization to kinetochore","9/778","15/18986",0.6,14.6421593830334,10.9256582923416,1.24809238118862e-09,2.37710656070261e-08,2.03435036353784e-08,"54908/55166/7272/27085/983/9735/55055/57082/9212",9
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","9/778","15/18986",0.6,14.6421593830334,10.9256582923416,1.24809238118862e-09,2.37710656070261e-08,2.03435036353784e-08,"991/993/995/7272/11130/9133/57082/10403/994",9
"GO:1903083","GO:1903083","protein localization to condensed chromosome","9/778","15/18986",0.6,14.6421593830334,10.9256582923416,1.24809238118862e-09,2.37710656070261e-08,2.03435036353784e-08,"54908/55166/7272/27085/983/9735/55055/57082/9212",9
"GO:0034504","GO:0034504","protein localization to nucleus","39/778","321/18986",0.121495327102804,2.96492323955505,7.33918922391603,1.32415523467636e-09,2.50917334570907e-08,2.14737437202392e-08,"142/55705/3192/3068/580/10575/10574/1894/51574/53371/4001/6950/84154/908/1736/5569/23511/25792/26953/983/57122/10576/11331/10445/9818/3320/9688/5347/3837/3838/79902/7531/55135/4927/1434/84823/10155/23636/10762",39
"GO:0006284","GO:0006284","base-excision repair","14/778","45/18986",0.311111111111111,7.59223079120251,9.15168756679867,1.71512098496461e-09,3.23360941256206e-08,2.76735363602743e-08,"142/10721/55247/3159/2237/1763/5426/328/10038/6117/5111/7515/5424/3978",14
"GO:0009314","GO:0009314","response to radiation","47/778","442/18986",0.106334841628959,2.59495283183473,7.01328110024749,2.34692640887979e-09,4.40255089665741e-08,3.76774485636083e-08,"7398/25896/51514/142/26155/23028/8438/64710/580/2956/7520/165918/1894/993/2177/11073/201973/84142/4869/4216/7516/63979/22976/8243/25788/55872/2189/2237/5499/6240/3014/5501/10635/1965/5888/9768/641/90381/55159/3735/8533/9212/672/5111/5424/10856/2547",47
"GO:0034728","GO:0034728","nucleosome organization","24/778","140/18986",0.171428571428571,4.18347410943812,7.81483339155473,2.50766119121306e-09,4.68054961339917e-08,4.00565879754297e-08,"4678/8520/6599/4171/3148/8467/4869/25842/3159/54107/6418/10541/6749/3014/23234/11198/11177/3021/83743/10036/55723/6597/6598/8208",24
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","10/778","21/18986",0.476190476190476,11.6207614151059,10.0659056114251,2.95026511572452e-09,5.4792734711441e-08,4.68921425830004e-08,"991/55143/3619/9700/221150/9787/9212/332/220134/11065",10
"GO:0030261","GO:0030261","chromosome condensation","14/778","47/18986",0.297872340425532,7.26915714051304,8.89495058340219,3.25355605237519e-09,5.94780613140653e-08,5.09018895732762e-08,"23397/10051/64151/8467/54892/23137/23310/113130/983/9918/5347/3021/7153/29781",14
"GO:0000022","GO:0000022","mitotic spindle elongation","8/778","12/18986",0.666666666666667,16.2690659811482,10.9367333478651,3.28220750889297e-09,5.94780613140653e-08,5.09018895732762e-08,"55143/24137/3619/29127/9493/9055/9212/332",8
"GO:1903405","GO:1903405","protein localization to nuclear body","8/778","12/18986",0.666666666666667,16.2690659811482,10.9367333478651,3.28220750889297e-09,5.94780613140653e-08,5.09018895732762e-08,"10575/10574/51574/6950/908/1736/10576/55135",8
